Subfolder,Deal,NorthHand,EastHand,SouthHand,WestHand,label
NMF,9,S:QT5 H:JT D:AK642 C:Q86,S:AJ8632 H:86 D:QT C:T52,S:K94 H:AK542 D:85 C:KJ9,S:7 H:Q973 D:J973 C:A743,auction_calm
NMF,10,S:KQJ62 H:KQ63 D:86 C:54,S:AT743 H:95 D:J95 C:Q82,S:98 H:AJT2 D:AKQ4 C:T96,S:5 H:874 D:T732 C:AKJ73,auction_calm
NMF,11,S:72 H:KQ75 D:J96 C:AK94,S:A6 H:98642 D:Q85 C:J76,S:KQJT5 H:A3 D:KT7 C:T83,S:9843 H:JT D:A432 C:Q52,auction_calm
NMF,12,S:KQ962 H:Q74 D:Q93 C:93,S:J853 H:K952 D:T7 C:J72,S:AT7 H:AJT D:KJ5 C:KQT6,S:4 H:863 D:A8642 C:A854,auction_calm
NMF,13,S:J4 H:AKQ86 D:KQ4 C:KT4,S:A9862 H:J52 D:T8 C:972,S:KQT53 H:73 D:A53 C:AQ3,S:7 H:T94 D:J9762 C:J865,auction_calm
NMF,14,S:AQ642 H:KQ7 D:J6 C:QJ4,S:JT953 H:A84 D:T7 C:K72,S:K8 H:962 D:AKQ84 C:T96,S:7 H:JT53 D:9532 C:A853,auction_calm
Negative,1,S:A73 H:AQJT6 D:KQ C:974,S:KQJ985 H:53 D:J7 C:KJ2,S:64 H:K98 D:A983 C:AT65,S:T2 H:742 D:T6542 C:Q83,auction_1h_1s
Negative,2,S:A3 H:AT75 D:KQJ6 C:T42,S:KJT95 H:QJ43 D: C:J983,S:64 H:K986 D:983 C:KQ65,S:Q872 H:2 D:AT7542 C:A7,auction_1d_1s
Negative,3,S:8752 H:AQ63 D:Q64 C:73,S:K H:52 D:K8752 C:98642,S:64 H:KJ98 D:A93 C:AQT5,S:AQJT93 H:T74 D:JT C:KJ,auction_1c_1s
Negative,4,S:QT75 H:73 D:AJT6 C:AKJ,S:93 H:AKQT5 D:84 C:7432,S:KJ64 H:J986 D:73 C:Q65,S:A82 H:42 D:KQ952 C:T98,auction_1d_1h
Negative,5,S:AQ62 H:872 D:85 C:KJ62,S:T98 H:Q54 D:T943 C:Q93,S:KJ73 H:6 D:AQJ7 C:AT85,S:54 H:AKJT93 D:K62 C:74,auction_1d_1h
Negative,6,S:73 H:AJ95 D:T64 C:AKJ3,S:KJT982 H: D:AQ98 C:984,S:AQ4 H:KQ86 D:73 C:QT65,S:65 H:T7432 D:KJ52 C:72,auction_1c_1s
Negative,7,S:AQ73 H:KJT7 D:82 C:T84,S:J8652 H:9865 D:97 C:A3,S:KT H:A4 D:KJT6 C:KQJ65,S:94 H:Q32 D:AQ543 C:972,auction_1c_1d
Negative,8,S:K983 H:T4 D:KQ52 C:AKQ,S:A75 H:AJ9852 D:J73 C:T,S:QJT4 H:K76 D:A986 C:73,S:62 H:Q3 D:T4 C:J986542,auction_1d_1h
Negative,9,S:KT84 H:KJ72 D:73 C:J95,S:Q H:854 D:9652 C:87632,S:63 H:AQ D:AKQT84 C:KT4,S:AJ9752 H:T963 D:J C:AQ,auction_1d_1s
Negative,10,S:Q3 H:AKQ872 D:872 C:75,S:AKJ974 H: D:AT53 C:T83,S:T82 H:93 D:KQ94 C:AJ96,S:65 H:JT654 D:J6 C:KQ42,auction_1h_1s
Negative,11,S:82 H:T5 D:KJ96 C:A8632,S:Q H:832 D:8753 C:JT975,S:A93 H:AQJ964 D:Q4 C:K4,S:KJT7654 H:K7 D:AT2 C:Q,auction_1h_1s
Negative,12,S:72 H:AK854 D:KQ75 C:J4,S:K5 H:QJT762 D:63 C:AT3,S:T8 H:93 D:AJ94 C:KQ965,S:AQJ9643 H: D:T82 C:872,auction_1s_2h
Negative,13,S:Q762 H:AQ87 D:K6 C:T82,S:JT843 H:T653 D:J82 C:Q,S:A5 H:KJ94 D:AQT54 C:43,S:K9 H:2 D:973 C:AKJ9765,auction_1d_2c
Negative,14,S:KJ93 H:Q83 D:83 C:AK64,S:AQ6 H:9 D:AKT62 C:QT95,S:T875 H:AK64 D:974 C:32,S:42 H:JT752 D:QJ5 C:J87,auction_1c_1d
Negative,15,S:QJ73 H:QJ D:965 C:KQ84,S:654 H:T983 D:KT7 C:T73,S:KT98 H:AK764 D:4 C:A96,S:A2 H:52 D:AQJ832 C:J52,auction_1h_2d
Negative,16,S:86 H:Q975 D:KQT C:AQJ5,S:QJ3 H:32 D:AJ764 C:743,S:KT94 H:AJ8 D:932 C:T96,S:A752 H:KT64 D:85 C:K82,auction_1c_1d
Negative,17,S:AKQ5 H:53 D:73 C:J9632,S:J9762 H:JT98 D: C:QT74,S:8 H:AK764 D:QJT84 C:A8,S:T43 H:Q2 D:AK9652 C:K5,auction_1h_2d
Negative,18,S:K87 H:T53 D:AQT C:AT93,S:J42 H:A82 D:J8654 C:QJ,S:AT96 H:KQJ6 D:932 C:K8,S:Q53 H:974 D:K7 C:76542,auction_1c_1d
Negative,19,S:KQT94 H:A86 D:95 C:KT4,S:A86 H:J42 D:762 C:Q872,S:J73 H:53 D:KQJT4 C:AJ6,S:52 H:KQT97 D:A83 C:953,auction_1d_1h
Negative,20,S:AK75 H:A983 D:K86 C:95,S:Q H:KQ76 D:T5 C:AJ7432,S:963 H:T52 D:A2 C:KQT86,S:JT842 H:J4 D:QJ9743 C:,auction_1d_2c
Notrump,1,S:K93 H:K74 D:K65 C:T972,S:QJT H:J32 D:T932 C:K83,S:A74 H:AQ85 D:Q74 C:QJ6,S:8652 H:T96 D:AJ8 C:A54,auction_calm
Notrump,2,S:T93 H:K74 D:QJ85 C:K83,S:K62 H:T965 D:K93 C:974,S:A74 H:AQ D:T74 C:AQT65,S:QJ85 H:J832 D:A62 C:J2,auction_calm
Notrump,3,S:865 H:K84 D:QJ95 C:K83,S:A42 H:T965 D:K63 C:764,S:QJT H:AQ D:T87 C:AQT95,S:K973 H:J732 D:A42 C:J2,auction_calm
Notrump,4,S:AK3 H:AK7 D:T82 C:QT75,S:98764 H:T D:K965 C:J63,S:QJT5 H:Q98 D:AQ4 C:A98,S:2 H:J65432 D:J73 C:K42,auction_calm
Notrump,5,S:AK3 H:AK7 D:T82 C:QT75,S:98764 H:T D:Q965 C:863,S:QJT5 H:Q98 D:AK4 C:AJ9,S:2 H:J65432 D:J73 C:K42,auction_calm
Notrump,6,S:AK3 H:AK7 D:T82 C:QT75,S:98764 H:T D:K965 C:863,S:QJT5 H:Q98 D:AQ4 C:AJ9,S:2 H:J65432 D:J73 C:K42,auction_calm
Notrump,7,S:73 H:JT9763 D:K3 C:542,S:AJT982 H: D:Q965 C:QJ7,S:KQ6 H:Q5 D:AJ74 C:KT96,S:54 H:AK842 D:T82 C:A83,auction_calm
Notrump,8,S:J8 H:QJT73 D:J53 C:A73,S:A53 H:A964 D:982 C:854,S:KQ6 H:K5 D:AQ74 C:KT96,S:T9742 H:82 D:KT6 C:QJ2,auction_calm
Notrump,9,S:JT973 H:A82 D:62 C:A75,S:A2 H:J9743 D:983 C:843,S:KQ6 H:K5 D:AQ74 C:KT96,S:854 H:QT6 D:KJT5 C:QJ2,auction_calm
Notrump,10,S:AT9 H:83 D:AKJT82 C:J8,S:J42 H:JT76 D:65 C:A543,S:KQ6 H:KQ4 D:Q74 C:KT96,S:8753 H:A952 D:93 C:Q72,auction_calm
Notrump,11,S:3 H:A85 D:KJ3 C:AQ8754,S:AJT984 H:62 D:T952 C:3,S:KQ6 H:KQ4 D:A74 C:KT96,S:752 H:JT973 D:Q86 C:J2,auction_calm
Notrump,12,S:Q8 H:Q98732 D:6 C:T963,S:A53 H:AT D:KJ752 C:874,S:K96 H:KJ64 D:AQ4 C:QJ5,S:JT742 H:5 D:T983 C:AK2,auction_1d
Notrump,13,S:KQT72 H:83 D:75 C:T872,S:65 H:A4 D:KJT862 C:654,S:AJ8 H:K952 D:AQ4 C:AQ9,S:943 H:QJT76 D:93 C:KJ3,auction_calm
Notrump,14,S:A6 H:AJ6 D:KJ62 C:Q864,S:JT742 H:T84 D:Q8 C:KJ7,S:K983 H:KQ2 D:T74 C:953,S:Q5 H:9753 D:A953 C:AT2,auction_calm
Notrump,15,S:AQ2 H:A97 D:Q83 C:KQT4,S:JT8 H:J54 D:KJ52 C:982,S:K93 H:KQ2 D:T974 C:J53,S:7654 H:T863 D:A6 C:A76,auction_calm
Notrump,16,S:AQT H:Q6 D:AJ73 C:KT96,S:K52 H:JT987 D:52 C:J82,S:73 H:AK2 D:KT94 C:Q753,S:J9864 H:543 D:Q86 C:A4,auction_calm
Notrump,17,S:AQ52 H:KQ9 D:J7 C:AT97,S:K84 H:J843 D:53 C:K543,S:73 H:T75 D:AKT964 C:86,S:JT96 H:A62 D:Q82 C:QJ2,auction_calm
Notrump,18,S:A743 H:AJ9 D:KJ2 C:Q63,S:K6 H:Q8743 D:863 C:854,S:QJ5 H:K6 D:AQ74 C:KJT7,S:T982 H:T52 D:T95 C:A92,auction_calm
Notrump,19,S:AQ7 H:AT4 D:KQJ6 C:A83,S:J53 H:Q976 D:983 C:765,S:K6 H:KJ5 D:T75 C:KQJT4,S:T9842 H:832 D:A42 C:92,auction_calm
Notrump,20,S:AT3 H:Q7 D:AT75 C:AJ62,S:K H:AJ8632 D:63 C:K985,S:987642 H:95 D:QJ4 C:73,S:QJ5 H:KT4 D:K982 C:QT4,auction_calm
Notrump,21,S:J9 H:A73 D:AQ95 C:A983,S:AQT842 H:42 D:KJT C:76,S:76 H:KJ9865 D:86 C:KJT,S:K53 H:QT D:7432 C:Q542,auction_calm
Notrump,22,S:K84 H:A73 D:KJ64 C:A75,S:7 H:KJ865 D:Q952 C:J84,S:QJT95 H:T4 D:A87 C:KQ9,S:A632 H:Q92 D:T3 C:T632,auction_calm
Notrump,23,S:AJ3 H:AJ65 D:K5 C:QJ63,S:Q62 H:T983 D:QJ763 C:9,S:85 H:K7 D:AT9 C:AKT875,S:KT974 H:Q42 D:842 C:42,auction_calm
Notrump,24,S:KQ9 H:AJT D:AQ2 C:AJT4,S:AT763 H:K65432 D: C:Q8,S:85 H:97 D:KT9873 C:962,S:J42 H:Q8 D:J654 C:K753,auction_calm
Notrump,25,S:QT2 H:KQJ D:AQ95 C:AJ5,S:A4 H:964 D:T874 C:9843,S:KJ98753 H:A8 D:6 C:KQ2,S:6 H:T7532 D:KJ32 C:T76,auction_calm
Ogust,1,S:975 H:A5 D:AT64 C:AK82,S:KJT2 H:K3 D:J853 C:JT7,S:83 H:QJ9764 D:K7 C:964,S:AQ64 H:T82 D:Q92 C:Q53,auction_calm
Ogust,2,S:83 H:KT9764 D:K7 C:964,S:QT92 H:A3 D:J853 C:JT7,S:A75 H:85 D:AT64 C:AK82,S:KJ64 H:QJ2 D:Q92 C:Q53,auction_calm
Ogust,3,S:J2 H:A62 D:A853 C:AK86,S:9 H:KJ974 D:KJT2 C:QT5,S:KQT854 H:85 D:764 C:92,S:A763 H:QT3 D:Q9 C:J743,auction_calm
Ogust,4,S:QJ8753 H:KQ3 D:97 C:T4,S:A92 H:T7 D:QJ85 C:QJ53,S:K6 H:A85 D:AT64 C:A982,S:T4 H:J9642 D:K32 C:K76,auction_calm
Ogust,5,S:J2 H:A62 D:A853 C:AK86,S:Q H:J9754 D:KJT2 C:QT4,S:KT9854 H:KQ D:964 C:75,S:A763 H:T83 D:Q7 C:J932,auction_calm
Ogust,6,S:T62 H:84 D:AQ9873 C:74,S:KQ85 H:KQ932 D:2 C:965,S:A93 H:A75 D:K654 C:A82,S:J74 H:JT6 D:JT C:KQJT3,auction_calm
Ogust,7,S:KJ94 H:A63 D:J2 C:AK76,S:AT62 H:Q54 D:98 C:QJ32,S:83 H:T2 D:AKQT64 C:984,S:Q75 H:KJ987 D:753 C:T5,auction_calm
Ogust,8,S:2 H:AKQT83 D:765 C:964,S:AJ9864 H:642 D:JT C:QJ,S:QT3 H:75 D:AKQ4 C:A872,S:K75 H:J9 D:9832 C:KT53,auction_calm
Ogust,9,S:A876 H:K5 D:A974 C:A86,S:QT52 H:T D:QJT6 C:QJ42,S:K3 H:AQ9764 D:85 C:973,S:J94 H:J832 D:K32 C:KT5,auction_calm
Ogust,10,S:AQ9874 H:873 D:75 C:K4,S:6 H:KJ964 D:J862 C:QT6,S:KT3 H:5 D:AKQ94 C:A872,S:J52 H:AQT2 D:T3 C:J953,auction_calm
Overcalls,1,S:Q764 H:J72 D:92 C:A843,S:KT52 H:T D:AQJT C:KQ72,S:A9 H:AQ93 D:K875 C:J65,S:J83 H:K8654 D:643 C:T9,auction_1d
Overcalls,2,S:T92 H:AQJ75 D:QJ7 C:86,S:KJ6 H:84 D:532 C:AT932,S:A753 H:KT93 D:K964 C:5,S:Q84 H:62 D:AT8 C:KQJ74,auction_1c
Overcalls,3,S:A743 H:K83 D:63 C:9843,S:KJ8 H:T96 D:Q92 C:KQJT,S:T9 H:AQJ75 D:A875 C:65,S:Q652 H:42 D:KJT4 C:A72,auction_1c
Overcalls,4,S:KQJ97 H:8 D:Q62 C:Q943,S:AT852 H:Q762 D:JT3 C:K,S:6 H:KJ943 D:K94 C:8765,S:43 H:AT5 D:A875 C:AJT2,auction_1d
Overcalls,5,S:J752 H:A863 D:AT2 C:T3,S:AKQ84 H:94 D:9543 C:KQ,S:T9 H:KQJ752 D:QJ7 C:65,S:63 H:T D:K86 C:AJ98742,auction_1s
Overcalls,6,S:AK975 H:KT3 D:953 C:K7,S:Q62 H:86 D:QJ86 C:QJ54,S:J83 H:AJ92 D:T7 C:9832,S:T4 H:Q754 D:AK42 C:AT6,auction_1d
Overcalls,6,S:AK975 H:KT3 D:953 C:K7,S:Q62 H:86 D:QJ86 C:QJ54,S:J83 H:AJ92 D:T7 C:9832,S:T4 H:Q754 D:AK42 C:AT6,auction_1d_1s_2d
Overcalls,7,S:K842 H:A93 D:T5 C:KQ93,S:A765 H:T65 D:AJ972 C:A,S:QJT93 H:KQ4 D:863 C:82,S: H:J872 D:KQ4 C:JT7654,auction_1d
Overcalls,8,S:AQJ64 H:3 D:9862 C:J82,S:T2 H:KJ9 D:QJT7 C:AK96,S:K8753 H:752 D:A C:7543,S:9 H:AQT864 D:K543 C:QT,auction_1h
Overcalls,8,S:AQJ64 H:3 D:9862 C:J82,S:2 H:T864 D:754 C:AKQT9,S:K8753 H:752 D:A C:7543,S:T9 H:AKQJ9 D:KQJT3 C:6,auction_1h_1s_3h
Overcalls,9,S:AJ76 H:Q973 D:A54 C:92,S:KQ42 H:J2 D:QJ2 C:QJT8,S:53 H:AKT84 D:K63 C:A54,S:T98 H:65 D:T987 C:K763,auction_1c
Overcalls,10,S:72 H:Q8 D:J52 C:AKJ972,S:T3 H:AJ973 D:863 C:865,S:AK5 H:KT52 D:T974 C:Q3,S:QJ9864 H:64 D:AKQ C:T4,auction_1s
Overcalls,11,S:A832 H:KJT6 D:J93 C:T8,S:JT4 H:Q932 D:K4 C:AJ76,S:KQ9 H:A84 D:AT5 C:KQ93,S:765 H:75 D:Q8762 C:542,auction_1c
Overcalls,12,S:AKT75 H:J6 D:972 C:Q83,S:J4 H:T84 D:QJT8 C:J942,S:Q863 H:AKQ7 D:65 C:KT6,S:92 H:9532 D:AK43 C:A75,auction_1d
Overcalls,13,S:T7 H:KQ62 D:K85 C:8742,S:6 H:AT753 D:J972 C:AQT,S:KQJ984 H:84 D:Q63 C:95,S:A532 H:J9 D:AT4 C:KJ63,auction_1h
Overcalls,14,S:975 H:KQJ97 D:83 C:K52,S:4 H:6542 D:AJ42 C:A984,S:AKJ863 H:3 D:65 C:QT76,S:QT2 H:AT8 D:KQT97 C:J3,auction_1d
Overcalls,15,S:KQJ973 H:Q D:A872 C:T4,S:A6 H:9762 D:QJ C:AQJ87,S:T85 H:AKJ84 D:K63 C:95,S:42 H:T53 D:T954 C:K632,auction_1c
Overcalls,16,S:JT9 H:KT73 D:AJT C:AQ5,S:74 H:94 D:K974 C:J9832,S:KQ83 H:A865 D:65 C:T76,S:A652 H:QJ2 D:Q832 C:K4,auction_1d
Overcalls,17,S:84 H:KQJ D:AQ95 C:K972,S:KT763 H:A6532 D:J2 C:A,S:AJ9 H:T94 D:K3 C:QJT63,S:Q52 H:87 D:T8764 C:854,auction_1s
Overcalls,18,S:KQJT5 H:QT7 D:AJ3 C:87,S:964 H:863 D:8542 C:954,S:83 H:AJ9 D:KQ97 C:QJT6,S:A72 H:K542 D:T6 C:AK32,auction_1c
Overcalls,19,S:AJT H:QT7 D:A75 C:KQT9,S:K92 H:AJ32 D:83 C:A865,S:83 H:K85 D:KQT964 C:72,S:Q7654 H:964 D:J2 C:J43,auction_1c
Overcalls,20,S:KQT932 H:842 D:A7 C:92,S:J764 H:QJ653 D:T54 C:J,S:A85 H:AK7 D:KJ6 C:T864,S: H:T9 D:Q9832 C:AKQ753,auction_1c
Preempt,1,S:A87 H:KQ873 D:J C:A954,S:KJ63 H:J4 D:K64 C:QJ32,S:952 H:2 D:AQT9875 C:87,S:QT4 H:AT965 D:32 C:KT6,auction_calm
Preempt,2,S:KQJT864 H:97 D:65 C:T4,S:53 H:Q42 D:AQ874 C:J95,S:92 H:KJ85 D:KJ9 C:KQ83,S:A7 H:AT63 D:T32 C:A762,auction_calm
Preempt,3,S:J9873 H:A42 D:82 C:AK7,S:T64 H:5 D:AKQJ4 C:QT54,S:A H:QJT8763 D:975 C:62,S:KQ52 H:K9 D:T63 C:J983,auction_calm
Preempt,4,S:83 H:KQT8742 D:862 C:5,S:QJ95 H: D:AKQJT5 C:632,S:AK76 H:J53 D:94 C:A874,S:T42 H:A96 D:73 C:KQJT9,auction_calm
Preempt,5,S:T4 H:Q86 D:A963 C:J642,S: H:AJ753 D:KJT84 C:K53,S:KQJ98752 H:9 D:52 C:87,S:A63 H:KT42 D:Q7 C:AQT9,auction_calm
Preempt,6,S:KQJ9873 H:6 D:9842 C:7,S:2 H:T742 D:J765 C:KJ32,S:T6 H:AKQ85 D:AK C:A864,S:A54 H:J93 D:QT3 C:QT95,auction_calm
Preempt,7,S:Q876 H:5 D:AJT4 C:J853,S:A3 H:AJ942 D:953 C:AQ7,S:95 H:KQT8763 D:82 C:T9,S:KJT42 H: D:KQ76 C:K642,auction_3h_x
Preempt,7,S:Q876 H:5 D:AJT4 C:J853,S:KT3 H:A942 D:753 C:742,S:95 H:KQT8763 D:82 C:T9,S:AJ42 H:J D:KQ96 C:AKQ6,auction_3h_x_pass_3s
Preempt,8,S:4 H:652 D:KQJT873 C:85,S:KQJT95 H:AQJ D:5 C:T62,S:8632 H:K8 D:A964 C:A73,S:A7 H:T9743 D:2 C:KQJ94,auction_3d_3s
Preempt,9,S:A8 H:874 D:J942 C:K632,S:KT742 H:AKJT5 D:5 C:Q8,S:95 H:6 D:AQT8763 C:T95,S:QJ63 H:Q932 D:K C:AJ74,auction_3d_x
Preempt,9,S:A8 H:874 D:J942 C:K632,S:KJ643 H:AQJ9 D: C:AJ74,S:95 H:6 D:AQT8763 C:T95,S:QT72 H:KT532 D:K5 C:Q8,auction_3d_x_4d_4h
Preempt,10,S:853 H:AQJ9843 D:T76 C:,S:AQT2 H:T765 D:AQ C:742,S:964 H: D:8542 C:AKQJ83,S:KJ7 H:K2 D:KJ93 C:T965,auction_calm
Preempt,11,S:Q5 H:AJ83 D:Q765 C:KQ2,S:J9 H:KQT54 D:J9 C:A743,S:AKT8763 H:6 D:84 C:T95,S:42 H:972 D:AKT32 C:J86,auction_1h
Preempt,12,S:Q H:KJT9642 D:T8 C:764,S:JT8653 H:53 D:QJ3 C:JT,S:AK72 H:Q7 D:A542 C:A95,S:94 H:A8 D:K976 C:KQ832,auction_1c
Reverse,1,S:AKT3 H:AQ75 D:T95 C:72,S:74 H:863 D:AJ743 C:JT5,S:QJ85 H:K9 D:K62 C:A863,S:962 H:JT42 D:Q8 C:KQ94,auction_calm
Reverse,2,S:KQ83 H:QJ D:KJ6 C:JT97,S:A95 H:T7653 D:A9 C:832,S:T72 H:AK94 D:Q54 C:KQ5,S:J64 H:82 D:T8732 C:A64,auction_calm
Reverse,3,S:J3 H:Q8 D:KQJ5 C:AK762,S:75 H:AJ53 D:A974 C:Q43,S:KT94 H:KT96 D:T82 C:95,S:AQ862 H:742 D:63 C:JT8,auction_calm
Reverse,4,S:KQ9865 H:K82 D:T5 C:KT,S:42 H:9753 D:9874 C:A32,S:J H:AQT D:AQJ3 C:QJ986,S:AT73 H:J64 D:K62 C:754,auction_calm
Reverse,5,S:6 H:AKQ4 D:963 C:AQJT3,S:J7 H:J93 D:AQT75 C:864,S:AQ985 H:T865 D:84 C:K7,S:KT432 H:72 D:KJ2 C:952,auction_calm
Reverse,6,S:T75 H:82 D:AQ53 C:JT84,S:3 H:Q953 D:T874 C:AQ32,S:KQJ64 H:AKJ76 D:K6 C:5,S:A982 H:T4 D:J92 C:K976,auction_calm
Reverse,7,S:AK H:52 D:A642 C:AKT74,S:J82 H:AT63 D:JT9 C:QJ3,S:T74 H:KJ98 D:K73 C:985,S:Q9653 H:Q74 D:Q85 C:62,auction_calm
Reverse,8,S:J7 H:AK63 D:KQT85 C:KT,S:A964 H:7542 D:A6 C:432,S:KQT5 H:Q8 D:J94 C:QJ97,S:832 H:JT9 D:732 C:A865,auction_calm
Reverse,9,S:Q52 H:A863 D:753 C:843,S:KT4 H:QT72 D:T98 C:QJ6,S:63 H:K5 D:KQJ6 C:AKT72,S:AJ987 H:J94 D:A42 C:95,auction_calm
Reverse,10,S:J73 H:J D:AK64 C:AK983,S:K9 H:AT52 D:J975 C:JT4,S:T85 H:KQ9874 D:83 C:76,S:AQ642 H:63 D:QT2 C:Q52,auction_calm
Reverse,11,S:AK86 H:72 D:T98 C:7654,S:QT53 H:KT864 D:A C:J82,S:7 H:AQJ9 D:KQJ764 C:A3,S:J942 H:53 D:532 C:KQT9,auction_calm
Reverse,12,S:KQ9743 H:872 D:K5 C:T3,S:6 H:KJ953 D:9874 C:A42,S:J5 H:AT D:AQJ3 C:KQ986,S:AT82 H:Q64 D:T62 C:J75,auction_calm
Reverse,13,S:J H:K84 D:AQT9 C:KQJT7,S:Q9 H:AQT52 D:753 C:863,S:A8643 H:76 D:KJ64 C:A5,S:KT752 H:J93 D:82 C:942,auction_calm
Reverse,14,S:AT83 H:852 D:T95 C:QJ3,S:KQ76 H:T943 D:A7 C:542,S:9 H:KQ76 D:KQ842 C:AT8,S:J542 H:AJ D:J63 C:K976,auction_calm
Roman,1,S:KQJT75 H:AJ863 D:A C:5,S:32 H:5 D:J6532 C:A9872,S:A8 H:KQ972 D:874 C:QJ3,S:964 H:T4 D:KQT9 C:KT64,auction_calm
Roman,2,S:KQJ5 H:AQJ3 D:Q6 C:KQJ,S:6 H:T42 D:KT732 C:T653,S:AT9732 H:K95 D:85 C:A7,S:84 H:876 D:AJ94 C:9842,auction_calm
Roman,3,S:KQ962 H:K865 D:5 C:KQ3,S:43 H:J42 D:QJ987 C:T95,S:JT87 H:A7 D:AK63 C:A82,S:A5 H:QT93 D:T42 C:J764,auction_calm
Roman,4,S:KQ84 H:AJ6 D:J3 C:QJ83,S:63 H:742 D:Q9764 C:974,S:AJ972 H:KQ5 D:K5 C:AK6,S:T5 H:T983 D:AT82 C:T52,auction_calm
Roman,5,S:KJ7 H:6 D:AQT875 C:AT6,S:642 H:AQ9532 D:4 C:932,S:AQ H:T74 D:KJ63 C:KQJ7,S:T9853 H:KJ8 D:92 C:854,auction_calm
Roman,6,S:A652 H:QJ52 D:KJ3 C:82,S:J3 H:3 D:AQT754 C:T543,S:KT8 H:AK9864 D: C:AKQ7,S:Q974 H:T7 D:9862 C:J96,auction_calm
Roman,7,S:AQ974 H:8 D:A632 C:KQJ,S:T H:A542 D:QT875 C:764,S:K8652 H:KJT7 D: C:A983,S:J3 H:Q963 D:KJ94 C:T52,auction_calm
Roman,8,S:KQJ H:AT76 D:AQJ C:QJ9,S:75 H:QJ3 D:T7543 C:873,S:AT8 H:K984 D:K9 C:KT65,S:96432 H:52 D:862 C:A42,auction_calm
Roman,9,S:AKQJ H:AJT7 D:A5 C:KQT,S:653 H:3 D:T9863 C:J762,S:7 H:KQ985 D:KQ74 C:983,S:T9842 H:642 D:J2 C:A54,auction_calm
Roman,10,S:AQJ753 H:65 D:A43 C:82,S:84 H:T72 D:T752 C:A974,S:KT H:AK984 D:KQ8 C:KQ6,S:962 H:QJ3 D:J96 C:JT53,auction_calm
Roman,11,S:AKQJ H:AQT43 D:AJ8 C:7,S:95 H:2 D:T63 C:AQJT653,S:7642 H:KJ985 D:KQ74 C:,S:T83 H:76 D:952 C:K9842,auction_calm
Roman,12,S:AT97 H:KJT D:QJT3 C:KJ,S:J H:9532 D:A52 C:T7432,S:K652 H:AQ74 D:K86 C:AQ,S:Q843 H:86 D:974 C:9865,auction_calm
Roman,13,S:AKQJ3 H:T875 D:K C:KQJ,S:T8542 H:432 D:T82 C:43,S:97 H:AK96 D:AQ974 C:A5,S:6 H:QJ D:J653 C:T98762,auction_calm
Roman,14,S:A63 H:AK9865 D:K C:A32,S:JT842 H:42 D:9 C:JT964,S:K7 H:QJ3 D:AQJT875 C:K,S:Q95 H:T7 D:6432 C:Q875,auction_calm
Roman,15,S:T86 H:KQJ83 D:T C:AKQ6,S:K975432 H:7 D:A83 C:97,S: H:AT96 D:KQJ74 C:JT83,S:AQJ H:542 D:9652 C:542,auction_calm
Roman,16,S:AT843 H:QT84 D: C:KJT2,S:7 H:J532 D:AQJ32 C:874,S:KQJ965 H:AK D:875 C:A5,S:2 H:976 D:KT964 C:Q963,auction_calm
Roman,17,S:AQ5 H:4 D:AKT863 C:AKQ,S:T942 H:K987 D:2 C:9742,S:K87 H:AT6 D:Q974 C:JT8,S:J63 H:QJ532 D:J5 C:653,auction_calm
Roman,18,S: H:KQT8632 D:53 C:JT82,S:AJT643 H: D:T8742 C:74,S:Q8 H:AJ97 D:KQJ C:AKQ6,S:K9752 H:54 D:A96 C:953,auction_calm
Roman,19,S:AQJ8543 H:7 D:AK4 C:AK,S:9 H:Q42 D:QJT2 C:J7532,S:KT72 H:AK865 D:83 C:64,S:6 H:JT93 D:9765 C:QT98,auction_calm
Roman,20,S:QJ73 H:A8 D:T864 C:KJ5,S:82 H:T752 D:A9 C:T9842,S:AK9654 H:KQ6 D:KQJ2 C:,S:T H:J943 D:753 C:AQ763,auction_calm
Stayman,1,S:KT82 H:74 D:AK63 C:AJ7,S:J963 H:A653 D:4 C:KQ42,S:A4 H:KJ98 D:T872 C:865,S:Q75 H:QT2 D:QJ95 C:T93,auction_calm
Stayman,2,S:KQJ5 H:T63 D:AQ9 C:KQT,S:9862 H:K542 D:3 C:AJ42,S:A4 H:AJ98 D:T872 C:865,S:T73 H:Q7 D:KJ654 C:973,auction_calm
Stayman,3,S:A983 H:AK5 D:A95 C:J94,S:J5 H:J8732 D:3 C:A8652,S:KQT6 H:964 D:KJT8 C:73,S:742 H:QT D:Q7642 C:KQT,auction_calm
Stayman,4,S:965 H:A9 D:AQT5 C:KQ86,S:KQ732 H:7642 D:K4 C:43,S:AJT4 H:KQJ5 D:863 C:J7,S:8 H:T83 D:J972 C:AT952,auction_calm
Stayman,5,S:T982 H:KQ6 D:A94 C:AK5,S:764 H:9832 D:K53 C:Q72,S:KQJ3 H:AJ5 D:72 C:9843,S:A5 H:T74 D:QJT86 C:JT6,auction_calm
Stayman,6,S:KQ5 H:Q95 D:KQ94 C:A62,S:J8632 H:643 D:T83 C:75,S:AT94 H:KJT7 D:AJ C:KQ3,S:7 H:A82 D:7652 C:JT984,auction_calm
Stayman,7,S:QT9 H:AQJ3 D:AT8 C:QJ6,S:K76532 H:86 D:962 C:97,S:4 H:KT97 D:KQJ3 C:AK85,S:AJ8 H:542 D:754 C:T432,auction_calm
